reference_key,product_id,category_id,product_name,barcode,description,is_active,source_item_code
off:en:aqueous-vanilla-extract,,13,Aqueous vanilla extract,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:aqueous-vanilla-extract
off:en:arame-seaweeds,,3,Arame seaweeds,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:arame-seaweeds
off:en:arancini,,6,Arancini,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:arancini
off:en:arborio-rices,,14,Arborio rices,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:arborio-rices
off:en:arbroath-smokies,,3,Arbroath Smokies,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:arbroath-smokies
off:en:archanes,,7,Archanes,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:archanes
off:en:arctic-char,,3,Arctic char,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:arctic-char
off:en:areca-nuts,,6,Areca nuts,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:areca-nuts
off:en:arepas,,12,Arepas,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:arepas
off:en:argan-oils,,13,Argan oils,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:argan-oils
off:en:argentine-cheeses,,1,Argentine cheeses,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:argentine-cheeses
off:en:argolida,,7,Argolida,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:argolida
off:en:ariane-apples,,5,Ariane apples,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:ariane-apples
off:en:armagh-bramley-apples,,5,Armagh Bramley Apples,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:armagh-bramley-apples
off:en:armagnac,,7,Armagnac,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:armagnac
off:en:armagnac-babas,,12,Armagnac babas,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:armagnac-babas
off:en:armagnac-tenareze,,7,Armagnac-Ténarèze,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:armagnac-tenareze
off:en:armenian-sea-products,,3,Armenian sea products,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:armenian-sea-products
off:en:armorican-style-sauce,,13,Armorican-style sauce,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:armorican-style-sauce
off:en:aromatic-plants,,13,Aromatic plants,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:aromatic-plants
off:en:aromatic-rices,,14,Aromatic rices,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:aromatic-rices
off:en:arpacas,,14,Arpacas,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:arpacas
off:en:arrabbiata-sauces,,13,Arrabbiata sauces,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:arrabbiata-sauces
off:en:arrotolata-pancetta,,2,Arrotolata pancetta,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:arrotolata-pancetta
off:en:artichoke-hearts,,4,Artichoke hearts,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:artichoke-hearts
off:en:artichoke-spreads,,13,Artichoke spreads,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:artichoke-spreads
off:en:artichokes,,4,Artichokes,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:artichokes
off:en:artificially-sweetened-beverages,,7,Artificially sweetened beverages,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:artificially-sweetened-beverages
off:en:artificially-sweetened-sorbets,,8,Artificially sweetened sorbets,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:artificially-sweetened-sorbets
off:en:artisan-cheeses,,1,Artisan cheeses,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:artisan-cheeses
off:en:artisan-jams,,13,Artisan jams,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:artisan-jams
off:en:artisanal-ciders,,7,Artisanal ciders,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:artisanal-ciders
off:en:artisanal-spirits,,7,Artisanal spirits,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:artisanal-spirits
off:en:asafoetida,,13,asafoetida,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:asafoetida
off:en:ashdown-foresters,,1,Ashdown Foresters,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:ashdown-foresters
off:en:asiago,,1,Asiago,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:asiago
off:en:asian-pears,,5,Asian pears,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:asian-pears
off:en:asparagus,,4,Asparagus,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:asparagus
off:en:asparagus-from-sable-des-landes,,4,Asparagus from Sable des Landes,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:asparagus-from-sable-des-landes
off:en:asparagus-heads,,4,Asparagus heads,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:asparagus-heads
off:en:asparagus-soups,,17,Asparagus soups,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:asparagus-soups
off:en:aspic,,6,Aspic,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:aspic
off:en:assorted-chocolate-candies,,6,Assorted chocolate candies,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:assorted-chocolate-candies
off:en:assorted-chocolates,,6,Assorted chocolates,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:assorted-chocolates
off:en:assorted-jams,,13,Assorted jams,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:assorted-jams
off:en:assortments-of-biscuits,,12,Assortments of biscuits,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:assortments-of-biscuits
off:en:atlantic-bass,,3,Atlantic bass,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:atlantic-bass
off:en:atlantic-bluefin-tunas,,3,Atlantic bluefin tunas,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:atlantic-bluefin-tunas
off:en:atlantic-chub-mackerel,,3,Atlantic chub mackerel,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:atlantic-chub-mackerel
off:en:atlantic-halibut,,3,Atlantic halibut,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:atlantic-halibut
off:en:atlantic-herring,,3,Atlantic herring,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:atlantic-herring
off:en:attested-milks,,1,Attested milks,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:attested-milks
off:en:aubergines,,4,Aubergines,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:aubergines
off:en:austrian-cheeses,,1,Austrian cheeses,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:austrian-cheeses
off:en:austrian-fruit,,5,Austrian fruit,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:austrian-fruit
off:en:austrian-fruit-spirit,,7,Austrian fruit spirit,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:austrian-fruit-spirit
off:en:austrian-liqueur,,7,Austrian liqueur,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:austrian-liqueur
off:en:austrian-palinka,,7,Austrian Pálinka,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:austrian-palinka
off:en:austrian-spirit-drinks,,7,Austrian spirit drinks,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:austrian-spirit-drinks
off:en:austrian-vegetables,,4,Austrian vegetables,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:austrian-vegetables
off:en:auvergne-blue-cheese-from-cow-s-milk,,1,Auvergne blue cheese from cow's milk,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:auvergne-blue-cheese-from-cow-s-milk
off:en:avocado-and-salmon-sushis,,17,Avocado and salmon sushis,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:avocado-and-salmon-sushis
off:en:avocado-oils,,13,Avocado oils,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:avocado-oils
off:en:avocado-pulp,,5,Avocado pulp,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:avocado-pulp
off:en:avocados,,5,Avocados,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:avocados
off:en:awamori,,7,Awamori,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:awamori
off:en:ayran,,7,Ayran,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:ayran
off:en:ayran-butters,,7,Ayran-butters,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:ayran-butters
off:en:azuki-beans,,14,Azuki beans,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:azuki-beans
off:en:baba-ghanoush,,13,Baba ghanoush,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:baba-ghanoush
off:en:babas,,12,Babas,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:babas
off:en:babas-with-mirabelle-de-lorraine,,12,Babas with Mirabelle de Lorraine,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:babas-with-mirabelle-de-lorraine
off:en:baby-dishes,,11,Baby dishes,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:baby-dishes
off:en:baby-drinks,,11,Baby drinks,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:baby-drinks
off:en:baby-follow-on-milk-from-2-years,,11,Baby follow-on milk from 2 years,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:baby-follow-on-milk-from-2-years
off:en:baby-follow-on-milk-from-3-years,,11,Baby follow-on milk from 3 years,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:baby-follow-on-milk-from-3-years
off:en:baby-follow-on-milk-from-5-months,,11,Baby follow-on milk from 5 months,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:baby-follow-on-milk-from-5-months
off:en:baby-food-jar-with-banana,,11,Baby food jar with banana,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:baby-food-jar-with-banana
off:en:baby-food-jar-with-vegetables-and-starch-from-4-6-months,,11,Baby food jar with vegetables and starch from 4-6 months,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:baby-food-jar-with-vegetables-and-starch-from-4-6-months
off:en:baby-food-jar-with-vegetables-from-4-6-months,,11,Baby food jar with vegetables from 4-6 months,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:baby-food-jar-with-vegetables-from-4-6-months
off:en:baby-food-jar-without-banana,,11,Baby food jar without banana,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:baby-food-jar-without-banana
off:en:baby-foods,,11,Baby foods,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:baby-foods
off:en:baby-fruit-desserts,,11,Baby fruit desserts,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:baby-fruit-desserts
off:en:baby-infant-foods-beverages-variety-packs,,11,Baby/Infant Foods/Beverages Variety Packs,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:baby-infant-foods-beverages-variety-packs
off:en:baby-milks,,11,Baby milks,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:baby-milks
off:en:baby-milks-in-powder,,11,Baby milks in powder,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:baby-milks-in-powder
off:en:baby-start-milk-from-10-months,,11,Baby start milk from 10 months,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:baby-start-milk-from-10-months
off:en:baci-di-dama,,12,Baci di Dama,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:baci-di-dama
off:en:back-bacon,,2,Back bacon,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:back-bacon
off:en:bacon,,2,Bacon,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:bacon
off:en:bacon-covered-with-cornmeal,,2,Bacon covered with cornmeal,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:bacon-covered-with-cornmeal
off:en:bacon-rashers,,2,Bacon rashers,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:bacon-rashers
off:en:bacon-substitutes,,16,Bacon substitutes,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:bacon-substitutes
off:en:bagel-breads,,12,Bagel breads,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:bagel-breads
off:en:baguettes,,12,Baguettes,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:baguettes
off:en:bahia-rices,,14,Bahía rices,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:bahia-rices
off:en:bai-mudan-teas,,7,Bai Mudan teas,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:bai-mudan-teas
off:en:baihao-yinzhen-teas,,7,Baihao Yinzhen teas,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:baihao-yinzhen-teas
off:en:baijiu,,7,Baijiu,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:baijiu
off:en:baked-alaska,,8,Baked Alaska,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:baked-alaska
off:en:baked-capon-meat-and-skin,,2,Baked capon meat and skin,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:baked-capon-meat-and-skin
off:en:baked-farmed-salmons,,3,Baked farmed salmons,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:baked-farmed-salmons
off:en:baked-milk,,1,Baked milk,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:baked-milk
off:en:baked-shortcrust-pastry-with-vegetable-oil,,14,Baked shortcrust pastry with vegetable oil,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:baked-shortcrust-pastry-with-vegetable-oil
off:en:bakery-croissants,,6,Bakery Croissants,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:bakery-croissants
off:en:baklava,,12,Baklava,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:baklava
off:en:baldo-rices,,14,Baldo rices,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:baldo-rices
off:en:balilla-x-sollana-rices,,14,Balilla x Sollana rices,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:balilla-x-sollana-rices
off:en:balkan-cheese,,1,Balkan cheese,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:balkan-cheese
off:en:balls-from-soy-and-or-wheat-proteins,,16,Balls from soy and or wheat proteins,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:balls-from-soy-and-or-wheat-proteins
off:en:balsamic-vinegars,,13,Balsamic vinegars,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:balsamic-vinegars
off:en:balsamic-vinegars-of-modena,,13,Balsamic vinegars of Modena,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:balsamic-vinegars-of-modena
off:en:baltic-porter,,7,Baltic porter,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:baltic-porter
off:en:bambara-groundnuts,,14,Bambara groundnuts,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:bambara-groundnuts
off:en:bami-goreng,,17,Bami goreng,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:bami-goreng
off:en:bami-goreng-seasoning-mixes,,13,Bami goreng seasoning mixes,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:bami-goreng-seasoning-mixes
off:en:banana-breads,,12,Banana breads,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:banana-breads
off:en:banana-cereal-bars,,6,Banana cereal bars,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:banana-cereal-bars
off:en:banana-crisps,,6,Banana crisps,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:banana-crisps
off:en:banana-jams,,13,Banana jams,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:banana-jams
off:en:banana-muffins,,12,Banana muffins,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:banana-muffins
off:en:banana-nectars,,7,Banana nectars,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:banana-nectars
off:en:banana-sorbets,,8,Banana sorbets,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:banana-sorbets
off:en:banana-yogurts,,1,Banana yogurts,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:banana-yogurts
off:en:bananas,,5,Bananas,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:bananas
off:en:bananas-from-the-canary-islands,,5,Bananas from the Canary Islands,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:bananas-from-the-canary-islands
off:en:bananas-in-syrup,,13,Bananas in syrup,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:bananas-in-syrup
off:en:bancha-teas,,7,Bancha teas,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:bancha-teas
off:en:bangers-and-mash,,17,Bangers and Mash,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:bangers-and-mash
off:en:banh-bao,,17,Banh Bao,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:banh-bao
off:en:barbadian-rum,,7,Barbadian rum,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:barbadian-rum
off:en:barbecue-crisps,,6,Barbecue crisps,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:barbecue-crisps
off:en:barbecue-sauces,,13,Barbecue sauces,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:barbecue-sauces
off:en:barese-bolognaise,,13,Barese bolognaise,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:barese-bolognaise
off:en:barista-potato-drinks,,7,Barista potato drinks,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:barista-potato-drinks
off:en:barley,,14,Barley,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:barley
off:en:barley-based-drinks,,7,Barley-based drinks,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:barley-based-drinks
off:en:barley-flakes,,14,Barley flakes,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:barley-flakes
off:en:barley-flours,,14,Barley flours,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:barley-flours
off:en:barley-malt-flours,,14,Barley malt flours,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:barley-malt-flours
off:en:barley-malt-syrup,,14,Barley malt syrup,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:barley-malt-syrup
off:en:barley-pasta,,14,Barley pasta,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:barley-pasta
off:en:barn-chicken-eggs,,18,Barn chicken eggs,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:barn-chicken-eggs
off:en:barnyard-millet,,14,Barnyard millet,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:barnyard-millet
off:en:bars,,6,Bars,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:bars
off:en:bas-armagnac,,7,Bas-Armagnac,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:bas-armagnac
off:en:basil-seeds-drinks,,7,Basil seeds drinks,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:basil-seeds-drinks
off:en:basils,,13,Basils,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:basils
off:en:basmati-rices,,14,Basmati rices,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:basmati-rices
off:en:basque-cakes-with-a-cherry-filling,,12,Basque cakes with a cherry filling,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:basque-cakes-with-a-cherry-filling
off:en:basque-cakes-with-custard,,12,Basque cakes with custard,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:basque-cakes-with-custard
off:en:basque-style-chicken,,17,Basque-style chicken,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:basque-style-chicken
off:en:basque-style-chicken-with-side-dishes,,17,Basque-style chicken with side dishes,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:basque-style-chicken-with-side-dishes
off:en:basque-style-chicken-without-side-dishes,,17,Basque-style chicken without side dishes,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:basque-style-chicken-without-side-dishes
off:en:basque-style-piperade,,17,Basque-style piperade,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:basque-style-piperade
off:en:basque-style-sauces,,13,Basque-style sauces,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:basque-style-sauces
off:en:basques-cakes,,12,Basques cakes,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:basques-cakes
off:en:bass,,3,Bass,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:bass
off:en:baumkuchen,,12,Baumkuchen,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:baumkuchen
off:en:bavarian-beers,,7,Bavarian beers,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:bavarian-beers
off:en:bavarian-mustards,,13,Bavarian mustards,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:bavarian-mustards
off:en:bay-laurel,,13,Bay laurel,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:bay-laurel
off:en:beacon-fell-traditional-lancashire-cheese,,1,Beacon Fell traditional Lancashire cheese,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:beacon-fell-traditional-lancashire-cheese
off:en:beading-wines,,7,Beading wines,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:beading-wines
off:en:bean-dishes,,17,Bean dishes,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:bean-dishes
off:en:bean-soups,,17,Bean soups,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:bean-soups
off:en:bean-spreads,,13,Bean spreads,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:bean-spreads
off:en:bearnaise-sauce,,13,Béarnaise sauce,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:bearnaise-sauce
off:en:bearnaise-style-vegan-sauces,,13,Béarnaise-style vegan sauces,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:bearnaise-style-vegan-sauces
off:en:beaufort,,1,Beaufort,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:beaufort
off:en:bechamel-sauces,,13,Béchamel sauces,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:bechamel-sauces
off:en:bechamel-style-vegan-sauces,,13,Béchamel-style vegan sauces,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:bechamel-style-vegan-sauces
off:en:beech-wood-smoked-tofu,,16,Beech wood smoked tofu,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:beech-wood-smoked-tofu
off:en:beef,,2,Beef,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:beef
off:en:beef-bacon,,2,Beef bacon,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:beef-bacon
off:en:beef-based-burger-with-15-fat,,2,Beef based burger with 15% fat,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:beef-based-burger-with-15-fat
off:en:beef-blood,,2,Beef blood,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:beef-blood
off:en:beef-bolar-blade,,2,Beef bolar-blade,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:beef-bolar-blade
off:en:beef-cannelloni,,17,Beef Cannelloni,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:beef-cannelloni
off:en:beef-cheek,,2,Beef cheek,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:beef-cheek
off:en:beef-cottage-pies,,17,Beef cottage pies,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:beef-cottage-pies
off:en:beef-dishes,,17,Beef dishes,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:beef-dishes
off:en:beef-flank-steak,,2,Beef flank steak,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:beef-flank-steak
off:en:beef-from-bazas,,2,Beef from Bazas,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:beef-from-bazas
off:en:beef-from-chalosse,,2,Beef from Chalosse,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:beef-from-chalosse
off:en:beef-from-charolles,,2,Beef from Charolles,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:beef-from-charolles
off:en:beef-from-maine,,2,Beef from Maine,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:beef-from-maine
off:en:beef-from-vendee,,2,Beef from Vendée,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:beef-from-vendee
off:en:beef-front-quarter,,2,Beef front quarter,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:beef-front-quarter
off:en:beef-hanger-steak,,2,Beef hanger steak,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:beef-hanger-steak
off:en:beef-heart,,2,Beef heart,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:beef-heart
off:en:beef-hotpot,,17,Beef hotpot,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:beef-hotpot
off:en:beef-kidney,,2,Beef kidney,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:beef-kidney
off:en:beef-livers,,2,Beef livers,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:beef-livers
off:en:beef-marrowbone,,2,Beef marrowbone,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:beef-marrowbone
off:en:beef-offals,,2,Beef offals,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:beef-offals
off:en:beef-pies,,17,Beef pies,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:beef-pies
off:en:beef-ravioli,,17,Beef ravioli,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:beef-ravioli
off:en:beef-rib-steak,,2,Beef rib steak,,OFF taxonomy reference; category suggestion only; no product shelf-life identity,TRUE,en:beef-rib-steak
