reference_key,category_id,product_name,keyword,normalized_keyword,match_type,source_name,source_url,source_locator,is_active
catalogue:1,5,Starfruit,Starfruit,starfruit,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=1; inherited external source from shelf_life_rules.rule_id=13; exact catalogue name only,1
catalogue:2,5,Papaya,Papaya,papaya,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=2; inherited external source from shelf_life_rules.rule_id=16; exact catalogue name only,1
catalogue:3,5,Cempedak,Cempedak,cempedak,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=3; inherited external source from shelf_life_rules.rule_id=19; exact catalogue name only,1
catalogue:4,5,Sapodilla (Ciku),Sapodilla (Ciku),sapodilla ciku,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=4; inherited external source from shelf_life_rules.rule_id=22; exact catalogue name only,1
catalogue:5,5,Dokong,Dokong,dokong,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=5; inherited external source from shelf_life_rules.rule_id=25; exact catalogue name only,1
catalogue:6,5,Duku,Duku,duku,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=6; inherited external source from shelf_life_rules.rule_id=28; exact catalogue name only,1
catalogue:7,5,Durian,Durian,durian,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=7; inherited external source from shelf_life_rules.rule_id=31; exact catalogue name only,1
catalogue:8,5,Guava,Guava,guava,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=8; inherited external source from shelf_life_rules.rule_id=34; exact catalogue name only,1
catalogue:9,5,Langsat,Langsat,langsat,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=9; inherited external source from shelf_life_rules.rule_id=37; exact catalogue name only,1
catalogue:10,5,Pomelo,Pomelo,pomelo,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=10; inherited external source from shelf_life_rules.rule_id=40; exact catalogue name only,1
catalogue:11,5,Sweet Orange,Sweet Orange,sweet orange,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=11; inherited external source from shelf_life_rules.rule_id=43; exact catalogue name only,1
catalogue:12,5,Mango,Mango,mango,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=12; inherited external source from shelf_life_rules.rule_id=46; exact catalogue name only,1
catalogue:13,5,Mangosteen,Mangosteen,mangosteen,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=13; inherited external source from shelf_life_rules.rule_id=49; exact catalogue name only,1
catalogue:14,5,Dragon Fruit,Dragon Fruit,dragon fruit,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=14; inherited external source from shelf_life_rules.rule_id=52; exact catalogue name only,1
catalogue:15,5,Pineapple,Pineapple,pineapple,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=15; inherited external source from shelf_life_rules.rule_id=55; exact catalogue name only,1
catalogue:16,5,Jackfruit,Jackfruit,jackfruit,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=16; inherited external source from shelf_life_rules.rule_id=58; exact catalogue name only,1
catalogue:17,5,Banana,Banana,banana,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=17; inherited external source from shelf_life_rules.rule_id=61; exact catalogue name only,1
catalogue:18,5,Pulasan,Pulasan,pulasan,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=18; inherited external source from shelf_life_rules.rule_id=64; exact catalogue name only,1
catalogue:19,5,Rambutan,Rambutan,rambutan,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=19; inherited external source from shelf_life_rules.rule_id=67; exact catalogue name only,1
catalogue:20,5,Salak,Salak,salak,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=20; inherited external source from shelf_life_rules.rule_id=70; exact catalogue name only,1
catalogue:21,5,Watermelon,Watermelon,watermelon,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=21; inherited external source from shelf_life_rules.rule_id=73; exact catalogue name only,1
catalogue:22,5,Abiu,Abiu,abiu,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=22; inherited external source from shelf_life_rules.rule_id=76; exact catalogue name only,1
catalogue:23,5,Grape,Grape,grape,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=23; inherited external source from shelf_life_rules.rule_id=79; exact catalogue name only,1
catalogue:24,5,Avocado,Avocado,avocado,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=24; inherited external source from shelf_life_rules.rule_id=82; exact catalogue name only,1
catalogue:25,5,Horse Mango (Bacang),Horse Mango (Bacang),horse mango bacang,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=25; inherited external source from shelf_life_rules.rule_id=85; exact catalogue name only,1
catalogue:26,5,Bambangan,Bambangan,bambangan,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=26; inherited external source from shelf_life_rules.rule_id=88; exact catalogue name only,1
catalogue:27,5,Bilimbi,Bilimbi,bilimbi,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=27; inherited external source from shelf_life_rules.rule_id=91; exact catalogue name only,1
catalogue:28,5,Baccaurea Angulata,Baccaurea Angulata,baccaurea angulata,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=28; inherited external source from shelf_life_rules.rule_id=94; exact catalogue name only,1
catalogue:29,5,Jujube,Jujube,jujube,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=29; inherited external source from shelf_life_rules.rule_id=97; exact catalogue name only,1
catalogue:30,5,Malay Gooseberry (Cermai),Malay Gooseberry (Cermai),malay gooseberry cermai,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=30; inherited external source from shelf_life_rules.rule_id=100; exact catalogue name only,1
catalogue:31,5,Dabai,Dabai,dabai,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=31; inherited external source from shelf_life_rules.rule_id=103; exact catalogue name only,1
catalogue:32,5,Soursop,Soursop,soursop,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=32; inherited external source from shelf_life_rules.rule_id=106; exact catalogue name only,1
catalogue:33,5,Cashew Apple,Cashew Apple,cashew apple,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=33; inherited external source from shelf_life_rules.rule_id=109; exact catalogue name only,1
catalogue:34,5,Water Apple,Water Apple,water apple,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=34; inherited external source from shelf_life_rules.rule_id=112; exact catalogue name only,1
catalogue:35,5,Wax Apple,Wax Apple,wax apple,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=35; inherited external source from shelf_life_rules.rule_id=115; exact catalogue name only,1
catalogue:36,5,Malay Apple,Malay Apple,malay apple,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=36; inherited external source from shelf_life_rules.rule_id=118; exact catalogue name only,1
catalogue:37,5,Ambarella,Ambarella,ambarella,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=37; inherited external source from shelf_life_rules.rule_id=121; exact catalogue name only,1
catalogue:38,5,Kuini,Kuini,kuini,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=38; inherited external source from shelf_life_rules.rule_id=124; exact catalogue name only,1
catalogue:39,5,Kundang,Kundang,kundang,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=39; inherited external source from shelf_life_rules.rule_id=127; exact catalogue name only,1
catalogue:40,5,Lemon,Lemon,lemon,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=40; inherited external source from shelf_life_rules.rule_id=130; exact catalogue name only,1
catalogue:41,5,Longan,Longan,longan,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=41; inherited external source from shelf_life_rules.rule_id=133; exact catalogue name only,1
catalogue:42,5,Passion Fruit,Passion Fruit,passion fruit,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=42; inherited external source from shelf_life_rules.rule_id=136; exact catalogue name only,1
catalogue:43,5,Cat's Eye Fruit (Mata Kucing),Cat's Eye Fruit (Mata Kucing),cat s eye fruit mata kucing,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=43; inherited external source from shelf_life_rules.rule_id=139; exact catalogue name only,1
catalogue:44,5,Velvet Apple,Velvet Apple,velvet apple,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=44; inherited external source from shelf_life_rules.rule_id=142; exact catalogue name only,1
catalogue:45,5,Sweet-sop,Sweet-sop,sweet sop,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=45; inherited external source from shelf_life_rules.rule_id=145; exact catalogue name only,1
catalogue:46,5,Custard Apple,Custard Apple,custard apple,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=46; inherited external source from shelf_life_rules.rule_id=148; exact catalogue name only,1
catalogue:47,5,Persimmon,Persimmon,persimmon,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=47; inherited external source from shelf_life_rules.rule_id=151; exact catalogue name only,1
catalogue:48,5,Rambai,Rambai,rambai,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=48; inherited external source from shelf_life_rules.rule_id=154; exact catalogue name only,1
catalogue:49,5,Breadfruit,Breadfruit,breadfruit,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=49; inherited external source from shelf_life_rules.rule_id=157; exact catalogue name only,1
catalogue:50,5,Honeydew,Honeydew,honeydew,TEXT,PantryBuddy approved catalogue; identity retained from USDA FSIS FoodKeeper Data,https://catalog.data.gov/dataset/fsis-foodkeeper-data,products.product_id=50; inherited external source from shelf_life_rules.rule_id=160; exact catalogue name only,1
catalogue:51,3,Indian Mackerel,Indian Mackerel,indian mackerel,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=51; inherited external source from shelf_life_rules.rule_id=163; exact catalogue name only,1
catalogue:52,3,Short Mackerel,Short Mackerel,short mackerel,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=52; inherited external source from shelf_life_rules.rule_id=166; exact catalogue name only,1
catalogue:53,3,Narrow-barred Spanish Mackerel,Narrow-barred Spanish Mackerel,narrow barred spanish mackerel,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=53; inherited external source from shelf_life_rules.rule_id=169; exact catalogue name only,1
catalogue:54,3,Indo-Pacific King Mackerel,Indo-Pacific King Mackerel,indo pacific king mackerel,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=54; inherited external source from shelf_life_rules.rule_id=172; exact catalogue name only,1
catalogue:55,3,Yellowstripe Scad,Yellowstripe Scad,yellowstripe scad,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=55; inherited external source from shelf_life_rules.rule_id=175; exact catalogue name only,1
catalogue:56,3,Yellowtail Scad,Yellowtail Scad,yellowtail scad,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=56; inherited external source from shelf_life_rules.rule_id=178; exact catalogue name only,1
catalogue:57,3,Torpedo Scad,Torpedo Scad,torpedo scad,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=57; inherited external source from shelf_life_rules.rule_id=181; exact catalogue name only,1
catalogue:58,3,Indian Scad,Indian Scad,indian scad,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=58; inherited external source from shelf_life_rules.rule_id=184; exact catalogue name only,1
catalogue:59,3,Goldstripe Sardinella,Goldstripe Sardinella,goldstripe sardinella,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=59; inherited external source from shelf_life_rules.rule_id=187; exact catalogue name only,1
catalogue:60,3,Indian Anchovy,Indian Anchovy,indian anchovy,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=60; inherited external source from shelf_life_rules.rule_id=190; exact catalogue name only,1
catalogue:61,3,Longtail Tuna,Longtail Tuna,longtail tuna,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=61; inherited external source from shelf_life_rules.rule_id=193; exact catalogue name only,1
catalogue:62,3,Skipjack Tuna,Skipjack Tuna,skipjack tuna,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=62; inherited external source from shelf_life_rules.rule_id=196; exact catalogue name only,1
catalogue:63,3,Kawakawa,Kawakawa,kawakawa,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=63; inherited external source from shelf_life_rules.rule_id=199; exact catalogue name only,1
catalogue:64,3,Great Barracuda,Great Barracuda,great barracuda,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=64; inherited external source from shelf_life_rules.rule_id=202; exact catalogue name only,1
catalogue:65,3,Japanese Threadfin Bream,Japanese Threadfin Bream,japanese threadfin bream,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=65; inherited external source from shelf_life_rules.rule_id=205; exact catalogue name only,1
catalogue:66,3,Malabar Blood Snapper,Malabar Blood Snapper,malabar blood snapper,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=66; inherited external source from shelf_life_rules.rule_id=208; exact catalogue name only,1
catalogue:67,3,Orange-spotted Grouper,Orange-spotted Grouper,orange spotted grouper,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=67; inherited external source from shelf_life_rules.rule_id=211; exact catalogue name only,1
catalogue:68,3,Barramundi,Barramundi,barramundi,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=68; inherited external source from shelf_life_rules.rule_id=214; exact catalogue name only,1
catalogue:69,3,Silver Pomfret,Silver Pomfret,silver pomfret,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=69; inherited external source from shelf_life_rules.rule_id=217; exact catalogue name only,1
catalogue:70,3,Black Pomfret,Black Pomfret,black pomfret,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=70; inherited external source from shelf_life_rules.rule_id=220; exact catalogue name only,1
catalogue:71,3,Golden Pompano,Golden Pompano,golden pompano,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=71; inherited external source from shelf_life_rules.rule_id=223; exact catalogue name only,1
catalogue:72,3,Croaker,Croaker,croaker,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=72; inherited external source from shelf_life_rules.rule_id=226; exact catalogue name only,1
catalogue:73,3,Fourfinger Threadfin,Fourfinger Threadfin,fourfinger threadfin,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=73; inherited external source from shelf_life_rules.rule_id=229; exact catalogue name only,1
catalogue:74,3,Flathead Grey Mullet,Flathead Grey Mullet,flathead grey mullet,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=74; inherited external source from shelf_life_rules.rule_id=232; exact catalogue name only,1
catalogue:75,3,Milkfish,Milkfish,milkfish,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=75; inherited external source from shelf_life_rules.rule_id=235; exact catalogue name only,1
catalogue:76,3,White-spotted Rabbitfish,White-spotted Rabbitfish,white spotted rabbitfish,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=76; inherited external source from shelf_life_rules.rule_id=238; exact catalogue name only,1
catalogue:77,3,Whitespotted Whipray,Whitespotted Whipray,whitespotted whipray,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=77; inherited external source from shelf_life_rules.rule_id=241; exact catalogue name only,1
catalogue:78,3,Requiem Shark,Requiem Shark,requiem shark,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=78; inherited external source from shelf_life_rules.rule_id=244; exact catalogue name only,1
catalogue:79,3,Long Tongue Sole,Long Tongue Sole,long tongue sole,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=79; inherited external source from shelf_life_rules.rule_id=247; exact catalogue name only,1
catalogue:80,3,Nile Tilapia,Nile Tilapia,nile tilapia,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=80; inherited external source from shelf_life_rules.rule_id=250; exact catalogue name only,1
catalogue:81,3,Striped Catfish,Striped Catfish,striped catfish,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=81; inherited external source from shelf_life_rules.rule_id=253; exact catalogue name only,1
catalogue:82,3,Walking Catfish,Walking Catfish,walking catfish,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=82; inherited external source from shelf_life_rules.rule_id=256; exact catalogue name only,1
catalogue:83,3,Striped Snakehead,Striped Snakehead,striped snakehead,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=83; inherited external source from shelf_life_rules.rule_id=259; exact catalogue name only,1
catalogue:84,3,Giant Gourami,Giant Gourami,giant gourami,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=84; inherited external source from shelf_life_rules.rule_id=262; exact catalogue name only,1
catalogue:85,3,Climbing Perch,Climbing Perch,climbing perch,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=85; inherited external source from shelf_life_rules.rule_id=265; exact catalogue name only,1
catalogue:86,3,Indonesian Shortfin Eel,Indonesian Shortfin Eel,indonesian shortfin eel,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=86; inherited external source from shelf_life_rules.rule_id=268; exact catalogue name only,1
catalogue:87,3,Whiteleg Shrimp,Whiteleg Shrimp,whiteleg shrimp,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=87; inherited external source from shelf_life_rules.rule_id=271; exact catalogue name only,1
catalogue:88,3,Giant Tiger Prawn,Giant Tiger Prawn,giant tiger prawn,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=88; inherited external source from shelf_life_rules.rule_id=274; exact catalogue name only,1
catalogue:89,3,Banana Prawn,Banana Prawn,banana prawn,TEXT,PantryBuddy approved catalogue; identity retained from Selecting and Serving Fresh and Frozen Seafood Safely,https://www.fda.gov/food/buy-store-serve-safe-food/selecting-and-serving-fresh-and-frozen-seafood-safely,products.product_id=89; inherited external source from shelf_life_rules.rule_id=277; exact catalogue name only,1
